SampleNumber,ResultRelativePath,PredictedIndex,TargetIndexes,SolveTime,SolveStatus,IsInfeasible,ObjectiveValue,ObjectiveBound,TighteningApproach,TotalTime
25,run_results/2020-02-28T16.11.42.521.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.1907649040222168,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.985256992
26,run_results/2020-02-28T16.11.44.424.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.006740093231201172,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.901447777
27,run_results/2020-02-28T16.11.46.141.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.005621910095214844,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.716026854
28,run_results/2020-02-28T16.11.47.914.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.004463911056518555,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.770792972
29,run_results/2020-02-28T16.11.49.806.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.005204916000366211,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.890596299
30,run_results/2020-02-28T16.11.51.305.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.003643035888671875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.498055039
31,run_results/2020-02-28T16.11.52.967.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.004595041275024414,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.660710036
32,run_results/2020-02-28T16.11.54.430.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004302978515625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.461397486
33,run_results/2020-02-28T16.11.56.163.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.005149126052856445,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.732092905
34,run_results/2020-02-28T16.11.58.150.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.09151315689086914,UserObjLimit,false,0.09689024846162929,0.0,lp,1.985313275
35,run_results/2020-02-28T16.11.59.887.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.005002021789550781,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.734951296
36,run_results/2020-02-28T16.12.01.941.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.006371021270751953,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.052725463
37,run_results/2020-02-28T16.12.03.948.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.005906820297241211,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.006280463
38,run_results/2020-02-28T16.12.05.759.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004247903823852539,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.809517696
39,run_results/2020-02-28T16.12.07.832.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.17520403861999512,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.07189301
40,run_results/2020-02-28T16.12.09.757.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004130125045776367,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.922899661
41,run_results/2020-02-28T16.12.11.881.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004045009613037109,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.121991233
42,run_results/2020-02-28T16.12.13.781.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.005403995513916016,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.898187842
43,run_results/2020-02-28T16.12.15.751.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.005496978759765625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.968843327
44,run_results/2020-02-28T16.12.17.632.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.004686117172241211,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.878115043
45,run_results/2020-02-28T16.12.19.618.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.004785060882568359,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.984614886
46,run_results/2020-02-28T16.12.22.183.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.31392502784729004,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.562971627
47,run_results/2020-02-28T16.12.23.971.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004385948181152344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.787051607
48,run_results/2020-02-28T16.12.26.211.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.007400989532470703,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.237922849
49,run_results/2020-02-28T16.12.28.200.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.010238885879516602,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.987373655
50,run_results/2020-02-28T16.12.30.152.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.004684925079345703,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.949520211
51,run_results/2020-02-28T16.12.31.994.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.0052318572998046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.840580577
52,run_results/2020-02-28T16.12.34.095.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.006033897399902344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.098898131
53,run_results/2020-02-28T16.12.36.647.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.007751941680908203,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.551324026
54,run_results/2020-02-28T16.12.39.557.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.020529985427856445,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.907417752
55,run_results/2020-02-28T16.12.42.033.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.00909113883972168,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.474085051
56,run_results/2020-02-28T16.12.44.697.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.0074040889739990234,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.661763472
57,run_results/2020-02-28T16.12.47.533.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.006289005279541016,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.834103851
58,run_results/2020-02-28T16.12.49.834.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004378080368041992,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.297750767
59,run_results/2020-02-28T16.12.52.508.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.006637096405029297,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.672247287
60,run_results/2020-02-28T16.12.55.242.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.06087088584899902,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.731166429
61,run_results/2020-02-28T16.12.57.728.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0044138431549072266,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.483866568
62,run_results/2020-02-28T16.13.00.199.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.0695340633392334,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.469382597
63,run_results/2020-02-28T16.13.03.825.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.6862630844116211,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.624180237
64,run_results/2020-02-28T16.13.06.272.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.005892038345336914,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.445292875
65,run_results/2020-02-28T16.13.08.947.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.006905078887939453,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.672890885
66,run_results/2020-02-28T16.13.10.824.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.12492704391479492,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.876081936
67,run_results/2020-02-28T16.13.12.696.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.022183895111083984,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.870084472
68,run_results/2020-02-28T16.13.14.473.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.004559993743896484,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.775967569
69,run_results/2020-02-28T16.13.16.111.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.005206108093261719,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.636655943
70,run_results/2020-02-28T16.13.17.837.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.004922151565551758,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.724472268
71,run_results/2020-02-28T16.13.19.574.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.004461050033569336,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.735908912
72,run_results/2020-02-28T16.13.21.416.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.005776882171630859,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.839911288
73,run_results/2020-02-28T16.13.23.329.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.0062181949615478516,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.911874499
74,run_results/2020-02-28T16.13.25.306.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.20382404327392578,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.975990681
75,run_results/2020-02-28T16.13.27.019.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004496097564697266,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.711129636
76,run_results/2020-02-28T16.13.28.843.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.013801097869873047,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.823061899
77,run_results/2020-02-28T16.13.30.600.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.005011081695556641,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.754730471
78,run_results/2020-02-28T16.13.32.468.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.012787103652954102,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.866022765
79,run_results/2020-02-28T16.13.34.223.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.012723922729492188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.753681478
80,run_results/2020-02-28T16.13.36.023.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0053369998931884766,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.797944659
81,run_results/2020-02-28T16.13.37.639.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.03233003616333008,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.615143219
82,run_results/2020-02-28T16.13.39.386.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.005220174789428711,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.745684917
83,run_results/2020-02-28T16.13.41.163.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.005089998245239258,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.774506133
84,run_results/2020-02-28T16.13.42.914.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.004193782806396484,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.749580742
85,run_results/2020-02-28T16.13.45.190.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.02963995933532715,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.274866874
86,run_results/2020-02-28T16.13.47.395.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.004644155502319336,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.203506504
87,run_results/2020-02-28T16.13.49.054.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.004536151885986328,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.657670788
88,run_results/2020-02-28T16.13.51.035.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.005550861358642578,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.978755686
89,run_results/2020-02-28T16.13.52.906.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.006178855895996094,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.870357474
90,run_results/2020-02-28T16.13.54.429.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004350900650024414,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.521558762
91,run_results/2020-02-28T16.13.56.309.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.0054819583892822266,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.877813726
92,run_results/2020-02-28T16.13.58.008.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.005202054977416992,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.697746395
93,run_results/2020-02-28T16.14.03.806.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",3.8916971683502197,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,5.796977514
94,run_results/2020-02-28T16.14.05.607.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.015710115432739258,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.799146536
95,run_results/2020-02-28T16.14.07.161.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004106998443603516,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.553130758
96,run_results/2020-02-28T16.14.09.459.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.46343517303466797,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.296331287
97,run_results/2020-02-28T16.14.11.082.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004063844680786133,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.621617376
98,run_results/2020-02-28T16.14.12.949.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.006187915802001953,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.865587499
99,run_results/2020-02-28T16.14.14.841.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.04975581169128418,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.890983228
100,run_results/2020-02-28T16.14.16.660.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.005897045135498047,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.817427989
101,run_results/2020-02-28T16.14.18.876.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.09123706817626953,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.214922971
102,run_results/2020-02-28T16.14.20.858.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.0064580440521240234,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.979799887
103,run_results/2020-02-28T16.14.23.417.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.0062749385833740234,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.557802429
104,run_results/2020-02-28T16.14.25.532.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.005941152572631836,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.114163701
105,run_results/2020-02-28T16.14.27.656.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.06544709205627441,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.121736041
106,run_results/2020-02-28T16.14.29.577.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.0057981014251708984,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.919501407
107,run_results/2020-02-28T16.14.31.916.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.006822109222412109,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.336509543
108,run_results/2020-02-28T16.14.33.541.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.003710031509399414,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.62290937
109,run_results/2020-02-28T16.14.35.465.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.005483150482177734,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9224866
110,run_results/2020-02-28T16.14.37.231.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.004900932312011719,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.765285117
111,run_results/2020-02-28T16.14.39.451.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.06396913528442383,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.217863063
112,run_results/2020-02-28T16.14.41.216.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.04407215118408203,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.76365075
113,run_results/2020-02-28T16.14.43.356.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.004744052886962891,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.138268076
114,run_results/2020-02-28T16.14.45.367.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.006762027740478516,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.008073747
115,run_results/2020-02-28T16.14.47.364.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.005246877670288086,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.99522185
116,run_results/2020-02-28T16.14.49.335.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.05402112007141113,UserObjLimit,false,0.08193296933584077,0.0,lp,1.969627227
117,run_results/2020-02-28T16.14.51.137.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.008734941482543945,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.79902389
118,run_results/2020-02-28T16.14.53.097.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.005099058151245117,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.958531605
119,run_results/2020-02-28T16.14.55.382.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.1906571388244629,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.283301421
120,run_results/2020-02-28T16.14.57.547.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.011526107788085938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.162698229
121,run_results/2020-02-28T16.14.59.651.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.014549970626831055,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.10058377
122,run_results/2020-02-28T16.15.02.119.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.3028860092163086,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.466359626
123,run_results/2020-02-28T16.15.03.895.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.00415492057800293,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.774769524
124,run_results/2020-02-28T16.15.05.915.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.007059812545776367,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.018805226
125,run_results/2020-02-28T16.15.07.934.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.010601043701171875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.017020767
126,run_results/2020-02-28T16.15.10.204.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.16272211074829102,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.268193272
127,run_results/2020-02-28T16.15.12.357.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.007238864898681641,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.150265802
128,run_results/2020-02-28T16.15.14.839.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.005882978439331055,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.479859713
129,run_results/2020-02-28T16.15.17.002.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.006706953048706055,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.160838116
130,run_results/2020-02-28T16.15.19.208.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.005727052688598633,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.203844738
131,run_results/2020-02-28T16.15.21.216.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.006121158599853516,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.006561445
132,run_results/2020-02-28T16.15.23.292.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.005560874938964844,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.07342492
133,run_results/2020-02-28T16.15.25.319.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.005120038986206055,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.025303193
134,run_results/2020-02-28T16.15.27.544.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.005352020263671875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.22303937
135,run_results/2020-02-28T16.15.29.632.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.008507013320922852,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.08667532
136,run_results/2020-02-28T16.15.31.469.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004333972930908203,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.833590617
137,run_results/2020-02-28T16.15.33.632.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.0061609745025634766,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.161445976
138,run_results/2020-02-28T16.15.35.359.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004244089126586914,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.724149442
139,run_results/2020-02-28T16.15.37.576.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.006376981735229492,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.215947039
