SampleNumber,ResultRelativePath,PredictedIndex,TargetIndexes,SolveTime,SolveStatus,IsInfeasible,ObjectiveValue,ObjectiveBound,TighteningApproach,TotalTime
44,run_results/2020-02-24T21.10.43.392.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.04651808738708496,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.4499272
45,run_results/2020-02-24T21.10.52.288.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.03828001022338867,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.89454527
46,run_results/2020-02-24T21.11.00.354.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.060379981994628906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.063916599
47,run_results/2020-02-24T21.11.16.551.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",7.778838872909546,UserObjLimit,false,0.007520616213451197,0.004571683287631141,lp,16.195026292
48,run_results/2020-02-24T21.11.25.461.mat,4,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.27693700790405273,Optimal,false,0.0,0.0,lp,8.905219755
49,run_results/2020-02-24T21.11.34.194.mat,5,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.35442495346069336,Optimal,false,0.0,0.0,lp,8.73170207
50,run_results/2020-02-24T21.11.59.280.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",15.90704083442688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,25.081285158
51,run_results/2020-02-24T21.12.08.125.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.031327009201049805,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.841583134
52,run_results/2020-02-24T21.12.17.241.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.0977630615234375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.114676803
53,run_results/2020-02-24T21.12.26.638.mat,7,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.32383108139038086,Optimal,false,0.0,0.0,lp,9.393902045
54,run_results/2020-02-24T21.12.45.242.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",8.97235894203186,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,18.60245416
55,run_results/2020-02-24T21.12.54.208.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.03056502342224121,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.961681155
56,run_results/2020-02-24T21.13.03.215.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.04165291786193848,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.005235496
57,run_results/2020-02-24T21.13.11.603.mat,6,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.2130110263824463,Optimal,false,0.0,0.0,lp,8.384878975
58,run_results/2020-02-24T21.13.21.159.mat,7,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.4332449436187744,UserObjLimit,false,0.00784313725490196,0.0,lp,9.554309557
59,run_results/2020-02-24T21.13.34.393.mat,6,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",3.331717014312744,UserObjLimit,false,0.00784313725490196,0.0,lp,13.228031851
60,run_results/2020-02-24T21.13.43.881.mat,5,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.7752587795257568,Optimal,false,0.0,0.0,lp,9.482301882
61,run_results/2020-02-24T21.13.59.899.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",7.137670993804932,UserObjLimit,false,0.00784313725490196,0.0039274404566730725,lp,16.016212442
62,run_results/2020-02-24T21.14.08.628.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.10230898857116699,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.724217585
63,run_results/2020-02-24T21.14.19.301.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",2.3359110355377197,UserObjLimit,false,0.005780745272478728,0.0,lp,10.672001561
64,run_results/2020-02-24T21.14.27.574.mat,10,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.2684621810913086,Optimal,false,0.0,0.0,lp,8.268696245
65,run_results/2020-02-24T21.14.38.346.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",1.565229892730713,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,10.767497487
66,run_results/2020-02-24T21.14.55.899.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",8.26725697517395,UserObjLimit,false,0.007816368513895245,0.007251129608185282,lp,17.548768921
67,run_results/2020-02-24T21.15.06.178.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",1.1439611911773682,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,10.274966773
68,run_results/2020-02-24T21.15.14.672.mat,1,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.20585918426513672,Optimal,false,0.0,0.0,lp,8.491049156
69,run_results/2020-02-24T21.15.24.192.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.2711329460144043,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.515212473
70,run_results/2020-02-24T21.15.33.492.mat,10,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.3293888568878174,Optimal,false,0.0,0.0,lp,9.296012912
71,run_results/2020-02-24T21.15.43.758.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",2.088024139404297,UserObjLimit,false,0.006129070247120068,0.0,lp,10.262166149
72,run_results/2020-02-24T21.16.03.417.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",10.69776201248169,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,19.652733741
73,run_results/2020-02-24T21.16.11.432.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.035961151123046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.011338627
74,run_results/2020-02-24T21.16.19.938.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.03553199768066406,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.504290435
75,run_results/2020-02-24T21.16.36.089.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",7.3525800704956055,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,16.147773158
76,run_results/2020-02-24T21.16.45.877.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",1.1750190258026123,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.784150311
77,run_results/2020-02-24T21.16.54.230.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.03118300437927246,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.351301013
78,run_results/2020-02-24T21.17.02.673.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.06677508354187012,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.441512604
79,run_results/2020-02-24T21.17.11.719.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.07436203956604004,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.043660226
80,run_results/2020-02-24T21.17.19.184.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.03130507469177246,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.462262381
81,run_results/2020-02-24T21.17.27.130.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.03258109092712402,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.945245437
82,run_results/2020-02-24T21.17.36.159.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0750589370727539,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.025742283
83,run_results/2020-02-24T21.17.44.884.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.039103031158447266,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.722428449
84,run_results/2020-02-24T21.17.53.449.mat,4,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.6763918399810791,UserObjLimit,false,0.00434912240186743,0.0,lp,8.563087925
85,run_results/2020-02-24T21.18.01.656.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.027365922927856445,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.203500532
86,run_results/2020-02-24T21.18.10.628.mat,8,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.3054649829864502,Optimal,false,0.0,0.0,lp,8.968888028
87,run_results/2020-02-24T21.18.19.677.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.0328369140625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.046572755
88,run_results/2020-02-24T21.18.27.913.mat,1,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.24102091789245605,Optimal,false,0.0,0.0,lp,8.232744372
89,run_results/2020-02-24T21.18.35.924.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.03397512435913086,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.006376682
90,run_results/2020-02-24T21.18.47.157.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",2.8213350772857666,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,11.231882588
91,run_results/2020-02-24T21.18.55.680.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.13359498977661133,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.51867905
92,run_results/2020-02-24T21.19.05.528.mat,5,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.9748589992523193,Optimal,false,0.0,0.0,lp,9.84387273
93,run_results/2020-02-24T21.19.13.806.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.03244209289550781,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.273573614
94,run_results/2020-02-24T21.19.22.778.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.03971695899963379,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.969089442
95,run_results/2020-02-24T21.19.36.225.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",3.883246898651123,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,13.443544222
96,run_results/2020-02-24T21.19.48.602.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",3.760929822921753,UserObjLimit,false,0.0068632461601054046,0.0,lp,12.371629655
97,run_results/2020-02-24T21.20.01.577.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",2.8514997959136963,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,12.968759807
98,run_results/2020-02-24T21.20.13.022.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",3.175128936767578,UserObjLimit,false,0.005633295292755425,0.0,lp,11.440879659
99,run_results/2020-02-24T21.20.20.746.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.022042036056518555,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.719490477
100,run_results/2020-02-24T21.20.37.809.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",8.548987865447998,UserObjLimit,false,0.0075043692355570455,0.0013433896012867521,lp,17.06107196
101,run_results/2020-02-24T21.20.48.953.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",2.109821081161499,UserObjLimit,false,0.00784313725490196,0.0,lp,11.139364554
102,run_results/2020-02-24T21.20.57.895.mat,8,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.30339503288269043,Optimal,false,0.0,0.0,lp,8.937708243
103,run_results/2020-02-24T21.21.05.965.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.025632143020629883,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.063518634
104,run_results/2020-02-24T21.21.14.492.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.03573298454284668,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.524063536
105,run_results/2020-02-24T21.21.22.659.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.028696060180664062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.163215857
106,run_results/2020-02-24T21.21.30.125.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.022520780563354492,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.462775856
107,run_results/2020-02-24T21.21.38.860.mat,7,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.4571218490600586,Optimal,false,0.0,0.0,lp,8.731456404
108,run_results/2020-02-24T21.21.47.853.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.04167890548706055,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.989678346
109,run_results/2020-02-24T21.21.56.153.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.031167984008789062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.29857267
110,run_results/2020-02-24T21.22.04.179.mat,6,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.20659708976745605,Optimal,false,0.0,0.0,lp,8.023274503
111,run_results/2020-02-24T21.22.13.584.mat,7,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.9233009815216064,Optimal,false,0.0,0.0,lp,9.401004876
112,run_results/2020-02-24T21.22.22.059.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.8931589126586914,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.471342834
113,run_results/2020-02-24T21.22.30.482.mat,3,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.3188049793243408,Optimal,false,0.0,0.0,lp,8.415241308
114,run_results/2020-02-24T21.22.39.416.mat,5,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.39090585708618164,Optimal,false,0.0,0.0,lp,8.930163845
115,run_results/2020-02-24T21.22.47.671.mat,10,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.21103596687316895,Optimal,false,0.0,0.0,lp,8.252202448
116,run_results/2020-02-24T21.22.59.866.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",3.6847169399261475,UserObjLimit,false,0.00784313725490196,0.0,lp,12.191729996
117,run_results/2020-02-24T21.23.07.800.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.028388023376464844,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.929794508
118,run_results/2020-02-24T21.23.18.941.mat,8,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",1.7834179401397705,UserObjLimit,false,0.005938610583723906,0.0,lp,11.138761644
119,run_results/2020-02-24T21.23.30.324.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",2.4753329753875732,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,11.379418163
120,run_results/2020-02-24T21.23.39.253.mat,6,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.3314800262451172,Optimal,false,0.0,0.0,lp,8.924343498
121,run_results/2020-02-24T21.23.47.666.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.07871198654174805,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.408839765
122,run_results/2020-02-24T21.23.57.189.mat,5,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",1.1129279136657715,UserObjLimit,false,0.005259711336020172,0.0,lp,9.51955072
123,run_results/2020-02-24T21.24.05.911.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.035652875900268555,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.717109568
124,run_results/2020-02-24T21.24.15.198.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",1.1905510425567627,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.283275013
125,run_results/2020-02-24T21.24.33.694.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",10.437721014022827,UserObjLimit,false,0.00784313725490196,0.005090222282309029,lp,18.49237053
126,run_results/2020-02-24T21.24.42.927.mat,7,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.5466148853302002,Optimal,false,0.0,0.0,lp,9.229073881
127,run_results/2020-02-24T21.24.56.479.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",4.542466878890991,UserObjLimit,false,0.00784313725490196,0.0010071302062643675,lp,13.550144096
128,run_results/2020-02-24T21.25.10.200.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",5.5236101150512695,UserObjLimit,false,0.007683829924409691,0.002444791330589288,lp,13.716463174
129,run_results/2020-02-24T21.25.19.182.mat,4,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.3112771511077881,Optimal,false,0.0,0.0,lp,8.978096527
130,run_results/2020-02-24T21.25.28.392.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.986670970916748,UserObjLimit,false,0.00784313725490196,0.0,lp,9.206069178
131,run_results/2020-02-24T21.26.02.286.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",25.799630165100098,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,33.889866693
132,run_results/2020-02-24T21.26.11.426.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.05690193176269531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.134036111
133,run_results/2020-02-24T21.26.19.734.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.27863097190856934,Optimal,false,0.0,0.0,lp,8.304675686
134,run_results/2020-02-24T21.26.27.669.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.025494098663330078,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.933231267
135,run_results/2020-02-24T21.26.35.571.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.033917903900146484,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.898049698
136,run_results/2020-02-24T21.26.44.708.mat,4,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.28723907470703125,Optimal,false,0.0,0.0,lp,9.13394487
137,run_results/2020-02-24T21.26.53.385.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.031238079071044922,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.672707163
138,run_results/2020-02-24T21.27.08.845.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",6.894881963729858,UserObjLimit,false,0.006503871111045153,0.00624186315388972,lp,15.458107247
139,run_results/2020-02-24T21.27.33.151.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",15.371596097946167,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,24.302457885
140,run_results/2020-02-24T21.27.42.027.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.30351710319519043,Optimal,false,0.0,0.0,lp,8.871972367
141,run_results/2020-02-24T21.27.52.977.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",2.025726079940796,UserObjLimit,false,0.0034633187348039624,0.0,lp,10.947380066
142,run_results/2020-02-24T21.28.02.078.mat,8,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.8046810626983643,UserObjLimit,false,0.005954284860452557,0.0,lp,9.096122749
143,run_results/2020-02-24T21.28.09.747.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.02606987953186035,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.664671064
